part_query,color,x,y,z,rx,ry,rz
18860,green,-270,310,0,0,0,0
18860,white,-250,310,0,0,0,0
18863,black,-220,310,0,0,0,0
18860,yellow,-190,310,0,0,0,0
18860,blue,-170,310,0,0,0,0
18759,red,-130,310,0,0,0,0
18860,blue,-90,310,0,0,0,0
18860,red,-70,310,0,0,0,0
18860,green,-50,310,0,0,0,0
18860,red,-30,310,0,0,0,0
18860,blue,-10,310,0,0,0,0
18860,yellow,10,310,0,0,0,0
18860,red,30,310,0,0,0,0
18860,blue,50,310,0,0,0,0
18860,yellow,70,310,0,0,0,0
18863,green,100,310,0,0,0,0
18863,yellow,140,310,0,0,0,0
18860,white,190,310,0,0,0,0
18863,black,220,310,0,0,0,0
18860,white,250,310,0,0,0,0
18860,red,270,310,0,0,0,0
18863,yellow,300,310,0,0,0,0
